Category	ID	Name	PValue	QValueFDRBY	QValueFDRBH	QValueBonferroni	TotalGenes	GenesInTerm	GenesInQuery	GenesInTermInQuery	Source	URL	Genes
GeneOntologyMolecularFunction	GO:0008233	peptidase activity	4.70015909112403e-08	4.14324126447238e-05	5.37099997958447e-06	5.90809997754292e-05	19963	916	578	57	 	 	ADAMTS19|MAL|GGT6|PGC|PI3|SERPINB5|SERPINB13|SERPINB3|SERPINB4|UCHL1|A2ML1|TMPRSS3|TMPRSS11D|MMP3|KLK5|MMP7|PAPPA2|VIL1|CLCA4|SFRP1|SFRP2|FN1|ANK2|ANPEP|ADAM32|CLCA2|SLPI|CSTA|CSTB|KLK13|CTSE|PRSS3|CPAMD8|RELN|KLK7|KLK6|KLK10|SPINK1|GAPDH|ADAM23|ST14|FGL2|CAPN8|GPC3|C3|SPINK5|KLK11|CASP7|CAV1|ADAM12|PRSS27|SERPINE1|SERPINB2|KLK8|TMPRSS2|LTF|TMPRSS11A
GeneOntologyMolecularFunction	GO:0008092	cytoskeletal protein binding	7.70556853464022e-08	6.22649712310712e-05	8.07158304003564e-06	9.68589964804277e-05	19963	1123	578	65	 	 	SYNPO2|CEACAM5|MAP2|LRRK2|CEACAM7|TTN|SHROOM4|S100A8|S100A9|NDRG1|MYL9|CGN|LMOD1|USH2A|CNN1|RHCG|VIL1|LIMA1|ANK2|STXBP5L|PPP1R9A|CEP290|APC|SORBS1|JAKMIP3|UNC5C|HSPB7|MYH11|MYLK|MYH13|MYO1A|GAPDH|MYO7B|SPTA1|GJB6|SPTBN1|ZNF185|CEACAM6|EPS8L1|JAKMIP2|MAGI2|PROM1|DES|TTBK1|VILL|KCNMA1|PXN|KCNQ2|EPS8L3|DYNC1I1|TBCD|RAB25|SYNM|KIF26B|SYNE1|ANXA8|USH1C|CCDC88C|EGFR|MYH14|MYOM2|TNS4|LYN|CDH1|TNS1
GeneOntologyMolecularFunction	GO:0005102	signaling receptor binding	2.59658092062692e-07	0.000193677361342601	2.51069401325234e-05	0.000326390221722804	19963	1813	578	90	 	 	ERBB2|ERBB4|EREG|CEACAM5|PDGFA|S100A14|CEACAM7|HNF4A|FAM3D|ADH7|S100A7|S100A8|S100A9|SLIT2|S100A12|ITGBL1|PIGR|UCHL1|PPP1R1B|CCL2|CCL20|CCL21|SFRP1|SFRP2|FN1|ANXA1|GDF15|WNT7B|AGR2|CXCL13|SORBS1|CREBBP|AREG|SLC6A3|S100A7A|IGF1|SMO|IL1A|IL1B|IL1RN|GPRC5B|RELN|TNFSF9|ADAM23|ABCA12|SRC|LAMA1|CEACAM6|EPS8L1|PTCH1|PTHLH|GFRA1|PTK6|FGL2|MAGI2|PTPRZ1|NGFR|PXN|C3|NOTCH1|RASA1|DSCAM|NTRK2|ANO1|LAMA5|REG1A|CLIC6|CAV1|DLL1|OGN|TFF1|CCNB1|TG|CCDC88C|RSPO3|HHLA2|THBS4|EFNA3|AKAP9|P2RY2|SERPINE1|TSPAN8|LRP2|GREM1|LYN|TNXB|NXPH4|TP53|CDH17|LRRC17
GeneOntologyMolecularFunction	GO:0003779	actin binding	4.86524250495926e-07	0.000336974321038059	4.36829273480985e-05	0.000611560982873379	19963	497	578	36	 	 	SYNPO2|CEACAM5|MAP2|LRRK2|CEACAM7|TTN|SHROOM4|CGN|LMOD1|CNN1|VIL1|LIMA1|PPP1R9A|SORBS1|MYH11|MYLK|MYH13|MYO1A|MYO7B|SPTA1|GJB6|SPTBN1|ZNF185|CEACAM6|EPS8L1|VILL|KCNMA1|EPS8L3|SYNE1|ANXA8|USH1C|EGFR|MYH14|MYOM2|TNS4|TNS1
GeneOntologyMolecularFunction	GO:0030234	enzyme regulator activity	6.00298116835467e-07	0.000388057491740386	5.03049821908122e-05	0.000754574732862183	19963	1369	578	72	 	 	CDKN1A|SPRY2|ERBB2|ERBB4|EREG|MAL|LRRK2|SH3BP4|SLIT2|PI3|SERPINB5|SERPINB13|PIK3CA|SERPINB3|SERPINB4|PPP1R1B|A2ML1|CCL2|AKT1|ALDH1A1|PLN|VIL1|SFRP2|FN1|RHOD|RASA3|STXBP5L|ANXA1|APC|HKDC1|RICTOR|SKI|AREG|PPP2R2C|IGF1|SH3PXD2A|SLPI|CSTA|CSTB|PRKAR1B|KIAA1755|PRKAR2B|GPRC5B|CPAMD8|SPINK1|GAPDH|SRC|EPS8L1|ZEB2|FGL2|GPC3|CCNA1|C3|EPS8L3|NOTCH1|TBCD|SFN|SPINK5|DOCK3|RASA1|CALML3|CAV1|GPRC5A|CCNB1|PLEKHG4B|CCDC88C|EGFR|SERPINE1|SERPINB2|LTF|GREM1|TP53
GeneOntologyMolecularFunction	GO:0061134	peptidase regulator activity	6.73577283491539e-07	0.000408213910400921	5.29179153343041e-05	0.000846686645348865	19963	261	578	24	 	 	MAL|PI3|SERPINB5|SERPINB13|SERPINB3|SERPINB4|A2ML1|VIL1|SFRP2|FN1|SLPI|CSTA|CSTB|CPAMD8|SPINK1|GAPDH|FGL2|GPC3|C3|SPINK5|CAV1|SERPINE1|SERPINB2|LTF
GeneOntologyMolecularFunction	GO:0044877	protein-containing complex binding	8.21754009624489e-07	0.000468719758016724	6.07614582410579e-05	0.00103294479009798	19963	1726	578	85	 	 	CDKN1A|ERBB2|CEACAM5|PDGFA|CFTR|LRRK2|CEACAM7|PFKP|HNF4A|TTN|CHRNA4|SHROOM4|COLEC12|ITGBL1|PKP1|MMP3|USH2A|VHL|VIL1|LIMA1|SFRP2|FN1|ANK2|ABI3BP|PPP1R9A|APC|RICTOR|ZC3H18|SORBS1|SLC6A3|IGF1|PRKAA2|SMARCA4|PODN|ATM|IL1B|RIMS2|MYH11|MYH13|MYO1A|MYO7B|ADAM23|SPTA1|GJB6|SPTBN1|SRC|ZNF185|PDX1|CEACAM6|EPS8L1|PTCH1|GFRA1|MAGI2|NEFL|VILL|PTPRZ1|SUPT6H|FZD5|KCNMA1|NGFR|PXN|EPS8L3|DYNC1I1|HNF1B|KRT14|RASA1|SYNM|SYNE1|LAMA5|ANXA8|CAV1|USH1C|CCNB1|TFRC|TG|THBS4|EGFR|MYH14|TSPAN8|LRP2|MYOM2|LYN|TNXB|TP53|CDH17
GeneOntologyMolecularFunction	GO:0051015	actin filament binding	2.06153491266455e-06	0.00111055108135423	0.000143963854734408	0.00259134938521934	19963	240	578	22	 	 	TTN|SHROOM4|VIL1|LIMA1|PPP1R9A|MYH11|MYH13|MYO1A|MYO7B|SPTA1|GJB6|SPTBN1|ZNF185|EPS8L1|VILL|EPS8L3|SYNE1|ANXA8|USH1C|EGFR|MYH14|MYOM2
GeneOntologyMolecularFunction	GO:0005298	proline:sodium symporter activity	3.39907334347867e-06	0.00172349182335923	0.000223421084054473	0.00427263519275268	19963	5	578	4	 	 	SLC38A2|SLC6A20|SLC38A1|SLC6A15
GeneOntologyMolecularFunction	GO:0030295	protein kinase activator activity	3.7040143632409e-06	0.00172349182335923	0.000223421084054473	0.00465594605459381	19963	142	578	16	 	 	CDKN1A|SPRY2|ERBB2|ERBB4|EREG|PIK3CA|HKDC1|RICTOR|AREG|IGF1|GPRC5B|GPRC5A|CCNB1|EGFR|LTF|GREM1
GeneOntologyMolecularFunction	GO:0005516	calmodulin binding	3.73257180997927e-06	0.00172349182335923	0.000223421084054473	0.00469184276514393	19963	230	578	21	 	 	CEACAM5|MAP2|CEACAM7|TTN|RYR3|AKT1|EEF2K|CNN1|MYH11|MYLK|MYH13|MYO1A|SPTBN1|CEACAM6|DAPK1|ITPKA|ITPKB|NGFR|KCNQ2|KCNQ3|MYH14
GeneOntologyMolecularFunction	GO:0004672	protein kinase activity	4.54780015771913e-06	0.00196277243076771	0.000254439701013279	0.00571658479825294	19963	831	578	48	 	 	CDKN1A|SPRY2|ERBB2|ERBB4|EREG|LRRK2|TTN|PIK3CA|PPP1R1B|CCL2|AKT1|EEF2K|MAGED1|APC|HKDC1|RICTOR|ERN2|AREG|IGF1|CSNK1D|PRKAA2|PRKAR1B|PRKAR2B|ATM|GPRC5B|TNIK|MYLK|SRC|DAPK1|GFRA1|PTK6|ITPKA|TTBK1|BRAF|CCNA1|SFN|CAD|NTRK2|GPRC5A|CCNB1|SGK2|EFNA3|EGFR|GUCY2C|CDK11B|LTF|GREM1|LYN
GeneOntologyMolecularFunction	GO:0005539	glycosaminoglycan binding	4.77671532699864e-06	0.00196277243076771	0.000254439701013279	0.00600433116603729	19963	272	578	23	 	 	REG4|PGLYRP3|SLIT2|LIPH|CCL2|MMP7|COL11A1|SFRP1|FN1|ABI3BP|CXCL13|PRELP|EGFLAM|SMOC2|PTCH1|DMBT1|FGFBP1|REG1A|RSPO3|THBS4|LTF|TNXB|LRRC17
GeneOntologyMolecularFunction	GO:0008201	heparin binding	4.85803725085019e-06	0.00196277243076771	0.000254439701013279	0.00610655282431868	19963	197	578	19	 	 	REG4|SLIT2|LIPH|CCL2|MMP7|COL11A1|SFRP1|FN1|ABI3BP|CXCL13|PRELP|SMOC2|PTCH1|FGFBP1|RSPO3|THBS4|LTF|TNXB|LRRC17
GeneOntologyMolecularFunction	GO:0019887	protein kinase regulator activity	5.20934065629786e-06	0.00202051975044749	0.000261925648198656	0.00654814120496641	19963	254	578	22	 	 	CDKN1A|SPRY2|ERBB2|ERBB4|EREG|PIK3CA|PPP1R1B|APC|HKDC1|RICTOR|AREG|IGF1|PRKAR1B|PRKAR2B|GPRC5B|CCNA1|SFN|GPRC5A|CCNB1|EGFR|LTF|GREM1
GeneOntologyMolecularFunction	GO:0004857	enzyme inhibitor activity	5.61364404529832e-06	0.00209359114821555	0.000271398098651538	0.00705635056493998	19963	441	578	31	 	 	CDKN1A|SPRY2|LRRK2|SLIT2|PI3|SERPINB5|SERPINB13|SERPINB3|SERPINB4|PPP1R1B|A2ML1|PLN|VIL1|ANXA1|SKI|SLPI|CSTA|CSTB|PRKAR1B|PRKAR2B|CPAMD8|SPINK1|GAPDH|GPC3|C3|NOTCH1|SFN|SPINK5|SERPINE1|SERPINB2|LTF
GeneOntologyMolecularFunction	GO:0019209	kinase activator activity	7.55200510934164e-06	0.00267244670941779	0.000346436770284276	0.00949287042244244	19963	150	578	16	 	 	CDKN1A|SPRY2|ERBB2|ERBB4|EREG|PIK3CA|HKDC1|RICTOR|AREG|IGF1|GPRC5B|GPRC5A|CCNB1|EGFR|LTF|GREM1
GeneOntologyMolecularFunction	GO:0045296	cadherin binding	7.71696863003957e-06	0.00267244670941779	0.000346436770284276	0.00970022956795973	19963	341	578	26	 	 	TRPC4|PFKP|TRIM29|S100P|NDRG1|CGN|PKP1|LIMA1|ANXA1|OLFM4|APC|CSNK1D|SPTBN1|SRC|CDHR5|EPS8L1|PROM1|PTPRH|SFN|GPRC5A|EGFR|CDH1|CDH3|CDH4|CDH17|HDLBP
GeneOntologyMolecularFunction	GO:0030414	peptidase inhibitor activity	9.28835487539757e-06	0.00310571180148681	0.000402602140633612	0.0116754620783747	19963	206	578	19	 	 	PI3|SERPINB5|SERPINB13|SERPINB3|SERPINB4|A2ML1|VIL1|SLPI|CSTA|CSTB|CPAMD8|SPINK1|GAPDH|GPC3|C3|SPINK5|SERPINE1|SERPINB2|LTF
GeneOntologyMolecularFunction	GO:0061135	endopeptidase regulator activity	1.30850922320202e-05	0.00422937198063966	0.000548265364521646	0.0164479609356494	19963	211	578	19	 	 	PI3|SERPINB5|SERPINB13|SERPINB3|SERPINB4|A2ML1|VIL1|SFRP2|SLPI|CSTA|CSTB|CPAMD8|SPINK1|GAPDH|C3|SPINK5|SERPINE1|SERPINB2|LTF
GeneOntologyMolecularFunction	GO:0016773	phosphotransferase activity, alcohol group as acceptor	1.76503205073636e-05	0.0054678649634028	0.000708814687154043	0.0221864528777561	19963	951	578	51	 	 	CDKN1A|SPRY2|ERBB2|ERBB4|EREG|LRRK2|PFKP|TTN|PIK3CA|PPP1R1B|CCL2|PIP5K1B|AKT1|EEF2K|MAGED1|APC|HKDC1|RICTOR|ERN2|AREG|IGF1|CSNK1D|PRKAA2|PRKAR1B|PRKAR2B|ATM|GPRC5B|TNIK|MYLK|SRC|DAPK1|GFRA1|PTK6|ITPKA|ITPKB|TTBK1|BRAF|CCNA1|SFN|CAD|NTRK2|GPRC5A|CCNB1|SGK2|EFNA3|EGFR|GUCY2C|CDK11B|LTF|GREM1|LYN
GeneOntologyMolecularFunction	GO:0004866	endopeptidase inhibitor activity	1.80446061964434e-05	0.0054678649634028	0.000708814687154043	0.0226820699889294	19963	197	578	18	 	 	PI3|SERPINB5|SERPINB13|SERPINB3|SERPINB4|A2ML1|VIL1|SLPI|CSTA|CSTB|CPAMD8|SPINK1|GAPDH|C3|SPINK5|SERPINE1|SERPINB2|LTF
GeneOntologyMolecularFunction	GO:0002020	protease binding	2.30763230254072e-05	0.00678067642233049	0.000878998122513238	0.0290069380429368	19963	182	578	17	 	 	MAGEA6|TTN|SERPINB13|SERPINB3|SERPINB4|A2ML1|FN1|APC|XBP1|SLC6A3|SH3PXD2A|CSTA|CSTB|NTRK2|LCN2|SERPINE1|TP53
GeneOntologyMolecularFunction	GO:0008289	lipid binding	2.98803428912469e-05	0.00852171509077392	0.00110469385336169	0.0375595910142973	19963	996	578	52	 	 	MAL|CEACAM5|CEACAM7|PLEKHN1|HNF4A|FABP5|ADH7|S100A8|S100A9|AKT1|PLA2G4F|BAIAP2L2|VIL1|ANXA1|APOD|CRABP2|IGF1|SH3PXD2A|NR5A2|AKR1C3|SMO|WDFY3|SDCBP2|CYP4F11|CYP3A5|SPRR2A|SPRR2E|SPTBN1|SRC|LAMA1|PAQR5|CEACAM6|PTCH1|AKR1C2|ZCCHC14|PROM1|SULT2B1|VILL|VNN1|FZD5|C3|DMBT1|PCLO|JPH2|ANXA8|CAV1|LCN2|GSDMC|PLEK2|LTF|LYN|HDLBP
GeneOntologyMolecularFunction	GO:0019207	kinase regulator activity	3.71138874639674e-05	0.0102338636092861	0.0013266444729606	0.046652156542207	19963	288	578	22	 	 	CDKN1A|SPRY2|ERBB2|ERBB4|EREG|PIK3CA|PPP1R1B|APC|HKDC1|RICTOR|AREG|IGF1|PRKAR1B|PRKAR2B|GPRC5B|CCNA1|SFN|GPRC5A|CCNB1|EGFR|LTF|GREM1
GeneOntologyMolecularFunction	GO:0048306	calcium-dependent protein binding	3.90432657155208e-05	0.0102338636092861	0.0013266444729606	0.0490773850044097	19963	102	578	12	 	 	S100A14|S100A2|S100A7|S100A8|S100A9|S100A12|S100P|MGP|ANXA1|S100A7A|CRNN|DMBT1
GeneOntologyMolecularFunction	GO:0005178	integrin binding	3.90499964196836e-05	0.0102338636092861	0.0013266444729606	0.0490858454995422	19963	171	578	16	 	 	ITGBL1|SFRP2|FN1|IGF1|IL1B|ADAM23|SRC|GFRA1|PTPRZ1|PXN|LAMA5|THBS4|TSPAN8|LYN|TNXB|CDH17
GeneOntologyMolecularFunction	GO:0005113	patched binding	4.43754445022068e-05	0.0113234683375907	0.00146789299313879	0.0557799337392739	19963	8	578	4	 	 	SMO|PTCH1|CAV1|CCNB1
GeneOntologyMolecularFunction	GO:0050786	RAGE receptor binding	4.71954503725677e-05	0.0117342646284351	0.00152114566970045	0.0593246811183175	19963	15	578	5	 	 	S100A7|S100A8|S100A9|S100A12|S100A7A
GeneOntologyMolecularFunction	GO:0004867	serine-type endopeptidase inhibitor activity	5.72774427477111e-05	0.0138849390885681	0.00179994363834682	0.0719977455338728	19963	106	578	12	 	 	PI3|SERPINB5|SERPINB13|SERPINB3|SERPINB4|A2ML1|SLPI|CPAMD8|SPINK1|SPINK5|SERPINE1|SERPINB2
GeneOntologyBiologicalProcess	GO:0060429	epithelium development	1.47979171275317e-43	1.04580230315538e-38	1.10170493014473e-39	1.10170493014473e-39	20720	1979	577	171	 	 	CDKN1A|SPRY2|CDSN|ERBB4|CDX1|EREG|CEACAM5|PDGFA|CES1|CFTR|TRPS1|CEACAM7|MECOM|ZFPM1|SSBP3|FOXA3|HNF4A|TTN|SVEP1|RYR3|ABCB1|S100A7|HOXA13|TBC1D32|SLIT2|SERPINB5|MGP|KRT6C|CGN|AKT1|ALDH1A1|KLK5|USH2A|FOXE1|RHCG|VHL|VIL1|FOXN1|RBM15|FRAS1|SFRP1|SFRP2|SFRP4|DEAF1|MAGED1|FN1|RASA3|ANXA1|FA2H|WNT7B|AGR2|CEP290|APC|XBP1|CLDN3|SKI|AQP3|SLC2A1|AREG|CELSR1|IGF1|TP63|NR5A2|CSTA|AKR1C3|SMARCA4|SMO|ATM|GRHL3|IL1A|IL1B|MUC1|MUC2|SDCBP2|G6PD|HYDIN|HSPB7|TJP3|TNIK|SOX9|SOX15|MYH11|MYH13|CNFN|CDHR2|SPRR1A|ABCA12|SPRR1B|SPRR2A|SPRR2D|SPRR2E|SPRR3|SRC|LAMA1|GATA4|PDX1|GATA6|CEACAM6|SCEL|PTCH1|AKR1C2|ZEB2|PTHLH|ST14|IRX4|STAT5A|PTK6|IVL|MAGI2|PROM1|FREM2|GPC3|SULT2B1|SUPT6H|FZD5|GLI2|ATP2C2|KCNMA1|NGFR|PXN|C3|DMBT1|NOTCH1|SFN|CCDC40|SPINK5|KRT4|KRT5|KRT6A|KRT6B|HNF1A|KRT7|HNF1B|KRT13|KRT14|RAB25|KRT15|KRT16|KRT17|DSC2|DSC3|KIF26B|LAMA5|AGR3|REG1A|SALL4|CAV1|LCN2|SLC44A4|DLL1|USH1C|GSDMC|CCDC88C|RSPO3|TGM1|TGM3|KMT2D|OVOL1|AKAP9|EGFR|RP1L1|DHRS9|SERPINE1|LRP2|LRP5|PAX7|GREM1|CSMD1|CDH1|CDH3|TP53
GeneOntologyBiologicalProcess	GO:0030855	epithelial cell differentiation	2.6415625959611e-39	9.33426043333315e-35	9.83321676346519e-36	1.96664335269304e-35	20720	1051	577	117	 	 	CDKN1A|SPRY2|CDSN|ERBB4|CDX1|EREG|CEACAM5|CES1|CFTR|CEACAM7|FOXA3|HNF4A|SVEP1|ABCB1|S100A7|HOXA13|KRT6C|CGN|AKT1|KLK5|USH2A|RHCG|VHL|VIL1|FOXN1|SFRP4|FN1|ANXA1|FA2H|WNT7B|AGR2|APC|XBP1|CLDN3|AQP3|SLC2A1|IGF1|TP63|NR5A2|CSTA|AKR1C3|SMARCA4|SMO|IL1A|IL1B|MUC1|MUC2|HYDIN|TJP3|SOX9|MYH11|CNFN|CDHR2|SPRR1A|ABCA12|SPRR1B|SPRR2A|SPRR2D|SPRR2E|SPRR3|SRC|LAMA1|GATA4|PDX1|GATA6|CEACAM6|SCEL|PTCH1|AKR1C2|ZEB2|PTHLH|ST14|IRX4|STAT5A|PTK6|IVL|MAGI2|PROM1|SULT2B1|FZD5|GLI2|KCNMA1|DMBT1|NOTCH1|SFN|SPINK5|KRT4|KRT5|KRT6A|KRT6B|HNF1A|KRT7|HNF1B|KRT13|KRT14|RAB25|KRT15|KRT16|KRT17|AGR3|REG1A|CAV1|SLC44A4|DLL1|USH1C|GSDMC|CCDC88C|TGM1|TGM3|OVOL1|AKAP9|DHRS9|SERPINE1|LRP5|GREM1|CDH1|CDH3
GeneOntologyBiologicalProcess	GO:0008544	epidermis development	3.10739818389863e-35	7.32022880773291e-31	7.71152649304176e-32	2.31345794791253e-31	20720	500	577	77	 	 	CDSN|EREG|PDGFA|TRPS1|SVEP1|FABP5|S100A7|KRT6C|AKT1|KLK5|USH2A|FOXE1|FOXN1|SFRP4|COL17A1|ANXA1|FA2H|APC|CRABP2|AQP3|CELSR1|KRTDAP|TP63|CSTA|AKR1C3|SMARCA4|SMO|GRHL3|IL1A|SOX9|KLK7|CNFN|SPRR1A|ABCA12|SPRR1B|SPRR2A|SPRR2D|SPRR2E|SPRR3|GATA6|SCEL|PTCH1|AKR1C2|PTHLH|ST14|IRX4|IVL|BNC1|GJB5|SULT2B1|GLI2|KCNMA1|NGFR|NOTCH1|SFN|SPINK5|KRT4|KRT5|KRT6A|KRT6B|KRT7|KRT14|KRT15|KRT16|KRT17|LAMA5|SLC44A4|DLL1|USH1C|ZNF750|TGM1|TGM3|OVOL1|EGFR|LRP5|CDH3|TP53
